Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Wind Direction [deg](TimeStep),Environment:Site Outdoor Air Density [kg/m3](TimeStep),Environment:Site Rain Status [](TimeStep),BLOCK1:ZONE4:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE3:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE7:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE6:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE5:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK1:ZONE2:Zone Mean Air Temperature [C](TimeStep:ON),BLOCK6:ZONE1:Zone Mean Air Temperature [C](TimeStep:ON),PEOPLE BLOCK1:ZONE4:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE3:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE7:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE6:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE5:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK1:ZONE2:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON),PEOPLE BLOCK6:ZONE1:Zone Thermal Comfort Fanger Model PMV [](TimeStep:ON) 
 03/14  06:00:00,18.6,98.0,2.3,90.0,1.1656124953859275,0.0,19.157159625858868,20.583029388956708,19.761359283122894,20.56341322172768,20.359978516773614,18.842990792096424,20.297812075006868,19.94767616654008,-2.0065759696491756,-4.477396634884208,-2.275986793808268,-4.439979875479881,-1.4118833592561118,-2.0830312150554914,-1.6637033048074839,-1.6973737464215236 
 03/14  07:00:00,18.1,100.0,2.5,90.0,1.1678926388944962,0.0,18.76559681046647,20.221796508454859,19.336965566491015,20.194460496891375,19.97139263276828,18.406230212192335,19.994308914324209,19.55105373688089,-2.0947417774890937,-4.566444197689607,-2.4018923260696805,-4.531797595325424,-1.5530256266452494,-2.174886528281162,-1.7673175826592263,-1.8264544456329304 
 03/14  08:00:00,19.7,90.0,2.3,90.0,1.1616449469783253,0.0,19.979553045822099,21.196676781149578,20.360420003266975,21.213230792081608,20.752761355389617,19.778268962345167,20.292833843178295,20.34196660251116,-2.1464384196166814,-4.679917764930159,-2.509992997923168,-4.648860933897196,-1.6133803140188168,-2.2433364267434436,-1.8146678366528586,-1.9058821955178747 
 03/14  09:00:00,21.4,81.0,2.1,50.0,1.1537697921143529,0.0,21.066547789772053,22.24281133481545,21.629450288198514,22.19984576401587,21.916428834212309,21.401327738004185,21.81824086429253,21.46561608468982,-1.880195793159103,-4.387235299665097,-2.2642818715782977,-4.345511774600675,-1.3610608906956783,-1.9336032850645367,-1.7505779632250669,-1.6922155011276779 
 03/14  10:00:00,23.1,73.0,1.9,50.0,1.1471609505085517,0.0,22.015176144684966,23.157670976504329,23.028339548006337,23.258113866466844,23.36953605239106,22.661391009070728,23.102617791871688,23.129820011438974,-1.619487415346699,-4.0589964434666589,-1.937938724191821,-4.032967152574866,-0.9206423768277495,-1.5793043092392385,-1.4195724914136255,-1.372727535346963 
 03/14  11:00:00,24.7,66.0,1.7,50.0,1.1399400115890173,0.0,22.67532428366226,23.824184429855355,24.274583230839509,23.90446745262926,24.79258307983347,23.71997445234641,23.422862461005079,24.53707832152054,-1.3758053430901778,-3.7538391320434987,-1.53733450785953,-3.683959545679125,-0.3608635180881913,-1.2906663266718406,-1.1222297899746459,-0.8841267931575915 
 03/14  12:00:00,26.4,59.0,1.5,50.0,1.1337366912947909,0.0,23.391253088606459,24.73006505410044,25.695528964751458,24.84227910485953,26.25616018354871,24.86896326250536,24.576205977678368,26.155392203754734,-1.188337475872503,-3.514860503688004,-1.170760088521474,-3.4492570851062469,0.15535262916084134,-1.0311639453166386,-1.005315367560096,-0.43813938239610836 
 03/14  13:00:00,28.1,54.0,1.4,50.0,1.1270770872219929,0.0,23.997038083127067,25.498480311818097,26.506366793000124,25.62578772413899,27.21294562017227,25.668931089051978,25.453265765468854,27.81888112850161,-0.9900328221882849,-3.1925425014322887,-0.7442883416054056,-3.1142679654676495,0.6654050894231385,-0.7440836790264939,-0.7135007787195984,0.07090891628164352 
 03/14  14:00:00,29.7,49.0,1.2,50.0,1.12007943593525,0.0,24.721824594822058,26.41014758419984,27.883938772642695,25.98582277074237,28.55957541989749,26.81156854337784,26.591103384132816,29.36908020273517,-0.7964100573594063,-2.894276098602259,-0.46021498505429905,-2.8064345794409095,1.038376000287624,-0.522831126224558,-0.47482403831474626,0.5842054350702547 
 03/14  15:00:00,31.4,44.0,1.0,320.0,1.114070192684161,0.0,25.261587242798858,27.42473269161308,29.17478601843841,25.961266115190335,29.463637258510305,27.864135113963365,27.848745845217399,30.97441227704703,-0.5807052569944176,-2.5544474998579917,-0.07295127089697745,-2.6457747992392917,1.2957472608113,-0.2272648024393433,-0.18776815542373527,1.0045804277019828 
 03/14  16:00:00,30.2,48.0,0.9,320.0,1.1180423607245385,0.0,25.442141966353057,27.092511789010325,28.804793581102964,25.99800729200405,29.494084048218168,27.691768151162046,27.731405308612634,30.393451207180737,-0.40165818772565406,-2.1772132518757796,0.33178403527459945,-2.603380508772007,1.613259079561102,0.06141059200999076,0.1305405293867194,1.484063462178319 
 03/14  17:00:00,29.1,53.0,0.8,320.0,1.1212456053491323,0.0,25.54535036084706,26.849856346527689,28.164910914055427,26.039413591904194,28.999276358835645,27.293834392414305,27.336872465669275,29.60362771517051,-0.3005556906018802,-2.201795688785482,0.32568748343569756,-2.517276039868282,1.5784161817122458,0.0825822550090169,0.16541181299822248,1.4479675375761017 
 03/14  18:00:00,27.9,58.0,0.7,320.0,1.1252031514762769,0.0,25.415903614272929,26.412049881506513,27.20739399889575,26.019082015505889,28.006616046451457,26.53812268359924,26.63585145526396,28.5953170329507,-0.22763000686639629,-2.192431756183434,0.23871219048000398,-2.423974061262168,1.3581303763583222,0.038758507561868649,0.12626867900233114,1.3139382129863633 
 03/14  19:00:00,26.7,63.0,0.7,320.0,1.129390237803879,0.0,25.257097178911548,26.018561196082513,26.397200448799,26.00522813468894,27.156355328010766,25.837572507301794,26.037133082336,27.605450067283575,-0.21654074115428338,-2.2613581981717818,0.036718316799642828,-2.3622522578031526,1.054632129455529,-0.08359451135288694,0.016911611536804914,1.0554834492723185 
 03/14  20:00:00,25.6,69.0,0.6,320.0,1.1328711941905597,0.0,25.07097587408328,25.69333024715708,25.99971149011952,25.749758498178776,26.67816661111694,25.327153573506899,25.631454487666426,26.69966376077244,-0.22920855360540064,-2.3315028774877946,-0.16446575024016109,-2.30157894450511,0.8113662447301129,-0.20856722913915994,-0.08988859956018153,0.7684751003368194 
 03/14  21:00:00,24.4,76.0,0.5,90.0,1.1367657676926187,0.0,24.659370409922308,25.276563752259816,25.404130734890999,25.280634385452509,26.179836792010556,24.43630788197718,25.20052815412933,25.763660297512979,-0.2533579242230378,-2.3800713130145429,-0.23825416052388583,-2.322325475952622,0.6696130405825803,-0.2758922434702613,-0.14501117265029174,0.5076654965271591 
 03/14  22:00:00,23.9,78.0,0.4,90.0,1.1387886949773068,0.0,24.332429905196979,25.137139230575234,24.916528107199637,25.12975383171562,25.70960611679309,24.01347543278269,25.015105994954799,25.276157285735957,-0.3230851997861904,-2.448682865806075,-0.3494964391580613,-2.405966314318545,0.5467577984803944,-0.4262086091412368,-0.20847967796669904,0.2684688586284802 
 03/14  23:00:00,23.4,80.0,0.4,90.0,1.1408389157700512,0.0,24.030212656162285,24.819273094392235,24.463664399705324,24.790627516105049,25.278831056820594,23.581010604917635,24.737394834054986,24.828100515589726,-0.3996614984637574,-2.4670393910846988,-0.4659659313578152,-2.426070407310947,0.4160913144971009,-0.513056894466763,-0.24432998436246776,0.11442000671148176 
 03/14  24:00:00,22.8,83.0,0.3,90.0,1.1431376360669333,0.0,23.656906291207087,24.335449069159528,23.996621040166866,24.30617707232957,24.86855891773866,23.045928760432575,24.37796243605616,24.38375048769167,-0.47383279416891235,-2.5436775791610519,-0.5835861674412477,-2.511371264457175,0.2827046162611648,-0.6028397701175237,-0.3025982370689391,-0.03146228090657852 
 03/15  01:00:00,22.3,85.0,0.3,90.0,1.1452499035842528,0.0,23.41060683053657,24.04295520610122,23.552017752913487,24.011713129331466,24.31091668968515,22.646656016420097,23.928180144852644,23.836653792486758,-0.5617270725988641,-2.6714155507698766,-0.7041582264716738,-2.640896814281579,0.1540298166051141,-0.7136647065969757,-0.37951224118092266,-0.17083108628174877 
 03/15  02:00:00,21.8,87.0,0.2,90.0,1.1473861790741896,0.0,23.134430681522553,23.6956052275858,23.150621698838707,23.661536927035738,23.90523247580526,22.22086127135521,23.598285588060514,23.41617528325857,-0.6305449445016248,-2.7541595528628228,-0.8245146340350043,-2.7262387213093497,-0.002099055158356183,-0.8065526137044927,-0.47470613862430197,-0.32812217258724638 
 03/15  03:00:00,21.3,89.0,0.2,90.0,1.1507288792555364,0.0,22.802568335066888,23.288259509876693,22.76268354110306,23.24040935418911,23.68341969678663,21.7480419851342,23.449246825678267,23.149925465107438,-0.7063216971382924,-2.8555711060997437,-0.9413826413876547,-2.8305200852756746,-0.1336679261652802,-0.9058225217252172,-0.5526445008871023,-0.4614947374477261 
 03/15  04:00:00,20.8,92.0,0.1,90.0,1.1526212000454579,0.0,22.581331846898295,23.042731753872027,22.321067894409866,22.989223130540226,23.151520670011164,21.36691100770308,22.97097952181202,22.61266489391978,-0.795796750287194,-2.98393520823722,-1.057728135037608,-2.9654068618146685,-0.22936115802332072,-1.019952144370343,-0.5980635557416583,-0.5625260375894693 
 03/15  05:00:00,20.2,95.0,0.1,90.0,1.1551108876367605,0.0,22.184581774298367,22.572925291914204,21.838883617138479,22.501998738639224,22.791190093886443,20.811667759476486,22.69296943633251,22.233272541975773,-0.8598090954487911,-3.061217668983548,-1.1864707727043305,-3.0467497558474898,-0.38129808204381346,-1.1135333004813697,-0.7057631932959609,-0.7100662583450117 
 03/15  06:00:00,19.7,98.0,0.0,0.0,1.1570802261337137,0.0,21.878287346264263,22.220214278464299,21.441804388112744,22.137981325906876,22.416956719058967,20.357944091006674,22.39203859824285,21.850718829816836,-0.9613597068734013,-3.212328752803575,-1.329941807501354,-3.206039809690856,-0.5039296500669172,-1.2473406215373347,-0.7813392338743115,-0.8343425472475263 
 03/15  07:00:00,19.2,100.0,0.0,0.0,1.159349874482242,0.0,21.62596555300222,21.944956610446316,20.95982653639002,21.85838246895147,21.841824178074149,19.963146288440265,21.883204878874456,21.270449963888056,-1.0442279099304866,-3.3321286751293126,-1.4534540745106522,-3.332500287683494,-0.6266126101629163,-1.3626987253689614,-0.8591868955811661,-0.9544047324893901 
 03/15  08:00:00,20.6,97.0,0.3,0.0,1.152294864970221,0.0,22.400788444866245,22.727428895896254,21.97273198440175,22.65318646661422,22.62345724898452,21.21908229106469,22.51580098253352,22.242961890309347,-1.110172215737093,-3.4355285202200069,-1.5955492272741954,-3.4406140082864615,-0.7227720615887324,-1.4538175784540886,-0.9718675224235213,-1.085864239909064 
 03/15  09:00:00,22.0,90.0,1.0,50.0,1.1453424106483974,0.0,22.866973290587418,23.5880723451496,23.027810314679763,23.52535430859464,23.559690705783006,22.434894424826405,23.331095426113874,23.15969060952937,-0.9360117127901145,-3.1678580015694948,-1.348491854039718,-3.1710785594997734,-0.5148999139196017,-1.1719912595536926,-0.8335625415346208,-0.8457272245797346 
 03/15  10:00:00,23.4,83.0,1.7,50.0,1.1398240342642785,0.0,23.5254232749936,24.441606104828716,24.00721113062841,24.388331882094346,24.482389767899585,23.74608267199718,24.236684449873278,23.69348439172531,-0.8020366413113038,-2.8933147865097026,-1.0591510328080914,-2.8928106075183965,-0.2033291016193927,-0.8984392465661465,-0.648219713219527,-0.5567854670864137 
 03/15  11:00:00,24.8,78.0,2.4,50.0,1.1326799534247379,0.0,24.380690202207299,25.485628030425095,25.08520122499856,25.370540493828423,25.58568538242603,24.882637200726589,25.75848061934456,24.910089741534216,-0.6263374339913382,-2.6241385134359946,-0.7880663550621392,-2.6182581742321555,0.1305828176857443,-0.6039840720344694,-0.446879101480953,-0.3574769440890945 
 03/15  12:00:00,26.2,72.0,3.0,50.0,1.1272943219196526,0.0,25.377721439269924,26.041594731294575,25.928878759682239,25.962943985011674,26.47329749337656,25.732285856016998,27.003759943818964,26.271824108394104,-0.3937899858306503,-2.2725987460306777,-0.4323167118153177,-2.2826580935310276,0.5207911748541346,-0.2996586232305631,-0.09932523809838667,0.049062222252463729 
 03/15  13:00:00,27.6,67.0,3.7,50.0,1.1205945035036236,0.0,26.320640132784378,26.78811630900264,27.25506330129871,25.99722331037501,27.699053145163537,26.98301057103047,28.246194146285516,27.627258866319854,-0.12701414523957989,-2.067081082139628,-0.16668072426610129,-2.0693862390270247,0.8135407085770687,-0.07530630107193605,0.1938294391012841,0.45560172873097157 
 03/15  14:00:00,29.0,62.0,4.4,50.0,1.114139182109131,0.0,27.371791347688743,27.54783552897174,28.631593585500775,25.99389596956184,29.25800619393959,28.31846453412712,29.575060293452287,29.059712323983566,0.1411885549391153,-1.7887131207889687,0.2496719957564056,-2.029953708933503,1.3715710796701775,0.24079622170086766,0.5029515226725624,0.9189660857094479 
 03/15  15:00:00,30.4,58.0,5.1,320.0,1.1086026333379667,0.0,27.76604286605643,29.06891928547358,29.70526553094229,25.98713823537492,30.09100074072046,29.349213385612008,28.21866130449018,30.330366805811399,0.4254349750038901,-1.5120446143067488,0.6038312542698289,-2.0084424678093639,1.6743779116773692,0.5590539250979907,0.8257955455110742,1.2760874889949155 
 03/15  16:00:00,28.6,63.0,4.9,320.0,1.115821088360859,0.0,27.397210212161267,27.99157216013177,28.412676135433619,25.995289024712933,28.999948736757646,28.320763085247785,27.775478101747767,28.662807092880845,0.5616570720554861,-0.9995100641111749,0.8763346964674728,-1.9897388107777355,1.7819529585924965,0.818208030411325,0.588099961654619,1.5639888195433525 
 03/15  17:00:00,26.9,68.0,4.8,320.0,1.1239524539458146,0.0,27.017513024155769,26.937922164399909,27.117753051650554,25.999597653202775,27.963331428612677,27.306912049569747,26.97569855809097,27.060727938927358,0.521051720521037,-1.2901376222193049,0.5838950932874985,-1.9456681218527808,1.4839670055065939,0.6258595386566983,0.5156466988532393,1.202425647086749 
 03/15  18:00:00,25.1,75.0,4.6,320.0,1.130974599874636,0.0,26.117811318763616,25.683697726576228,25.59950112408503,25.588058317882959,26.52990271038511,25.792895000930998,25.73081566039085,25.325094400948119,0.44981610904715399,-1.5956278523250267,0.2626626453282201,-1.9118143650676008,1.1693253030332347,0.41341614308329718,0.35760117499982327,0.7954309907443181 
 03/15  19:00:00,23.3,82.0,4.4,320.0,1.1383632546607774,0.0,25.098813876733673,24.192983998665015,24.198857617404089,24.172987622649367,25.2728183314834,24.50636928327345,24.382421922889095,23.634531450351426,0.25585777632550957,-1.9603047189305488,-0.10609858146104405,-1.9995874815237445,0.7722386626288256,0.09475262684849519,0.11333747279002708,0.33998147698390498 
 03/15  20:00:00,21.6,90.0,4.3,320.0,1.1463938661298508,0.0,24.228662909980618,23.10973428090807,22.72784728757321,23.04291200515393,23.92460064899135,23.13918910749128,23.149439240885426,21.990837089490584,0.019246194940184658,-2.411798731493184,-0.4787988581198487,-2.427794489180458,0.41289380194831706,-0.19185974711679477,-0.1782195641645168,-0.12597542848512559 
 03/15  21:00:00,19.8,98.0,4.1,50.0,1.1541398785473439,1.0,22.414572488050007,22.597805012185569,22.2485040876447,22.38486751509266,23.339385415203837,22.61089127618641,22.41402807906396,20.448893767394176,-0.2202535883477062,-2.7589565019166466,-0.8899237167968851,-2.791756658929938,-0.005338557742796555,-0.5131814526274166,-0.46178327259723586,-0.5990801694763082 
 03/15  22:00:00,19.7,98.0,3.8,50.0,1.1547006321043239,0.0,22.31899467792686,22.675951200192736,22.02855105395132,22.483534434638089,23.09508659848084,22.41859034260284,22.112876168404406,20.33292448617054,-0.671494655680432,-2.9480076330879969,-1.086567382716462,-3.0285381103794006,-0.17316905920289259,-0.6662573540756744,-0.6629330878957599,-1.050415513512136 
 03/15  23:00:00,19.6,99.0,3.5,50.0,1.1549893243680463,0.0,22.133174435043807,22.59798417490999,21.86867690873858,22.413431593717016,22.866890082652234,22.205158590370055,21.902573784513075,20.228097472982684,-0.7582040353475028,-2.9533188138543968,-1.187801340677011,-3.0310461690181089,-0.2793425515880506,-0.7398755924620912,-0.760449855851658,-1.159597840040304 
 03/15  24:00:00,19.5,99.0,3.2,50.0,1.1555506308299757,0.0,21.98061141641912,22.47710108073256,21.96303685501654,22.29121373622643,22.835866866138504,22.232565647345355,21.905075413841219,20.179457302982013,-0.8389547693597524,-2.997139922232423,-1.2664855079126916,-3.0743861502749,-0.37925758542903606,-0.8150814450812438,-0.8314649993556313,-1.2344173456442469 
 03/16  01:00:00,19.4,99.0,2.9,50.0,1.156111417452773,0.0,21.85286351971771,22.390648307308866,22.1712298431357,22.205207109537534,22.99165510630473,22.43259431555233,21.804885548485836,20.191174728101985,-0.910854934128219,-3.0616226238632624,-1.2837019515019342,-3.140504662539001,-0.43078459577801905,-0.8353376535679059,-0.8610004095752436,-1.2914751632679178 
 03/16  02:00:00,19.3,99.0,2.5,50.0,1.1566716862698712,0.0,21.689506923084779,22.24046815243762,22.731768808711025,22.035045561848518,23.502295566087964,22.767270262119689,21.782625863423847,21.610338910796295,-0.973799002638323,-3.1172426636190919,-1.2736165408764038,-3.1963270038126487,-0.44758689213785859,-0.8230204003565231,-0.9112047279453874,-1.327630707574032 
 03/16  03:00:00,19.3,99.0,2.2,50.0,1.157863110635586,0.0,21.63565779112787,22.2108674006785,21.99245221487473,22.01526776725615,22.79779654938044,21.265427283861567,21.708805973586807,22.174355268418389,-1.0399766684840409,-3.1909998490144706,-1.1551825191377648,-3.2759750053216685,-0.38571232710135408,-0.7826403523353692,-0.9424537629657434,-1.0351175477366577 
 03/16  04:00:00,19.2,99.0,1.9,50.0,1.1584232712359375,0.0,21.53234938581496,22.099005631534319,21.571623033659568,21.906318445838694,22.416062216281895,20.61924399131142,21.90305333335686,21.987181980514138,-1.0802665818873756,-3.2257505106340376,-1.3354724609449618,-3.3067263704128289,-0.5604704007121684,-1.098407874596423,-0.9795308836361836,-0.9358616956930295 
 03/16  05:00:00,19.1,99.0,1.6,50.0,1.1589829231003615,0.0,21.359114974301386,21.945747085842006,21.250929920319828,21.765102058342376,22.123485519628294,20.181595000148947,22.169279567037994,21.79490114498004,-1.1292265671303042,-3.287395417050232,-1.4562062947598709,-3.3665262901037855,-0.676232689140434,-1.2583357839857588,-0.9616537978963072,-0.9921922053919297 
 03/16  06:00:00,19.0,100.0,1.3,50.0,1.1592799470159059,0.0,21.273651174259414,21.867779229529217,20.959061625148487,21.693190539353979,21.811777977659675,19.971813998188627,21.99678376986158,21.504581661437379,-1.1905542030729338,-3.3623773939029517,-1.5593218328621437,-3.4369691758176987,-0.7762250444051277,-1.380832569344194,-0.9298520486928876,-1.054658524049775 
 03/16  07:00:00,18.9,100.0,1.0,50.0,1.1598401316946792,0.0,21.189964063208977,21.76209455487477,20.744336157866756,21.589657948576798,21.656667573870558,19.752407955239197,21.868959437365807,21.250729717285006,-1.2283988013286598,-3.407278998236075,-1.6550335429541843,-3.4790933127648597,-0.8772930228464831,-1.451658716233531,-0.9820222917747183,-1.1384584498837272 
 03/16  08:00:00,19.9,100.0,1.2,50.0,1.1542148594828017,0.0,21.67254354612007,22.277922370816499,21.608822603047025,22.114322762952225,22.15690824548077,20.815400797625935,22.222707248767095,21.901488619230699,-1.2633399402792485,-3.4661612707307385,-1.7274489166773155,-3.5372728339328378,-0.9066499122899815,-1.5168526233079363,-1.0159964421030854,-1.1955288882063207 
 03/16  09:00:00,21.0,94.0,1.5,180.0,1.1497321221277919,0.0,22.63652493487895,23.041108392431889,21.751085406645985,22.915157453568907,22.44210706024097,21.31674719361563,22.372048946053174,21.862066695813249,-1.1324367189574916,-3.2787558312273394,-1.5043074368865337,-3.3459091683710739,-0.7216123057648169,-1.2685286839799186,-0.927297822857583,-1.0026843392080974 
 03/16  10:00:00,22.1,88.0,1.8,180.0,1.1454107339623899,0.0,23.14711932857636,23.685447520733854,22.56702534829706,23.571072669632419,23.17796565835014,22.253052825236567,22.906019786556766,22.63524373284903,-0.9131631425299684,-3.0461306806708334,-1.4237275654620086,-3.1000326473555219,-0.5511261441286093,-1.1306080778454362,-0.8812999086545427,-0.9250530331893559 
 03/16  11:00:00,23.1,84.0,2.0,180.0,1.1411505725880609,0.0,23.554505045433385,24.354250837510454,23.353937050626106,24.250481001338039,23.90930722876376,23.127742359299967,23.526119678585649,23.425836536451106,-0.7698030180490231,-2.8505019710147088,-1.2376273598944836,-2.898952354483218,-0.3415847202515192,-0.943797402529195,-0.7580960912830085,-0.724134039192054 
 03/16  12:00:00,24.2,78.0,2.3,180.0,1.1371467735479007,0.0,24.029053424189969,25.12179880148499,24.280829181393526,25.013433387257284,24.745916460536017,24.159731557009786,24.29369096650077,24.320098616157524,-0.6449744795965502,-2.6293240064455416,-1.0029108865454646,-2.671753185580155,-0.11414957256828722,-0.7293384401750327,-0.6114370072675014,-0.4713291483540184 
 03/16  13:00:00,25.3,74.0,2.6,180.0,1.1325939965520827,0.0,24.754410542212207,25.700801993523358,25.35284182414646,25.6124247766263,25.934929530925279,25.234346391006214,25.248413744670246,25.471268872002896,-0.4943817608559599,-2.3830114685773156,-0.68435570803952,-2.422898649772804,0.2787537860877662,-0.46920739089654636,-0.43043075747445289,-0.12350037057989967 
 03/16  14:00:00,26.3,70.0,2.8,180.0,1.1287092348657438,0.0,25.234948516554036,26.228299190414796,25.986989833854787,25.979308692973324,26.541494999265539,26.160542361277785,25.81379578180486,26.110905329024786,-0.2885321711618177,-2.1814481731426804,-0.4082435004395581,-2.2112099999075909,0.582083596114115,-0.22174999807375385,-0.2024183697646793,0.1809294758608758 
 03/16  15:00:00,27.4,66.0,3.1,180.0,1.1244160121094374,0.0,25.64875819538485,26.68872490878202,26.735507386363588,25.976745676666778,27.083983567261215,27.183428844667199,26.345163255118373,26.85927436915618,-0.14006248398923333,-1.9919064166212362,-0.24775575287396657,-2.073686840784903,0.6840668009805646,-0.006944594123318231,-0.06542020107054725,0.3522756857202656 
 03/16  16:00:00,26.7,69.0,2.6,180.0,1.1269465395694829,0.0,25.77859538167178,26.456434788838576,26.26449302698004,25.998336378516645,27.021094850228228,26.54320849969093,26.18024570557533,26.766300858408657,-0.0071857977009657119,-1.812356797323658,0.005974474972230481,-2.0519480758082859,0.9565447524376415,0.24404076737846648,0.07843140371827189,0.6235669212365643 
 03/16  17:00:00,25.9,73.0,2.1,180.0,1.1297028410882944,0.0,25.905895763769587,26.29483422000933,26.041365796330337,25.997232735128649,26.8122094316982,25.836524577784027,26.03892708636336,26.451766156335766,0.058520657109175647,-1.849137124596385,-0.0591510851632155,-2.0067812394686879,0.9308390753524787,0.15327979142015284,0.07770366578773766,0.6404577558415395 
 03/16  18:00:00,25.2,77.0,1.5,180.0,1.1320153558697122,0.0,25.805196600147516,26.02795867466275,25.609338318711737,25.971716052762124,26.30974172339976,25.19378331970283,25.752640829605679,26.0301803238636,0.10727441317423364,-1.8702321163752079,-0.10881488470998337,-1.9704500540507038,0.7752716818609547,0.017106113350911866,0.07135318571791037,0.5513767549738611 
 03/16  19:00:00,24.5,80.0,1.0,180.0,1.1347802139671462,0.0,25.45205734470173,25.614707547838927,25.27077211416381,25.52667060649887,25.904430397850324,24.56652434886597,25.459422504133998,25.5986312354998,0.10519605688422709,-1.9190641353052085,-0.2062977893748196,-1.9363828241665014,0.5903659924628983,-0.11260822852932788,0.03479185598790703,0.421191586657565 
 03/16  20:00:00,23.7,85.0,0.5,180.0,1.1386457937710042,0.0,24.9359524695733,25.010455089154456,24.726157835189054,24.921362648928964,25.407781793599065,23.89864856735155,25.01558538315544,25.049396113026558,0.027127438115366263,-2.024069957898076,-0.3006937073276797,-2.048059020253762,0.4407349666506713,-0.2492820460605538,-0.02698210315577511,0.2698364859653776 
 03/16  21:00:00,23.0,89.0,0.0,0.0,1.1412277156110782,0.0,24.443711096878027,24.653859282128378,24.20211684491708,24.571343003331866,24.922151592724263,23.34013942153448,24.641657210413375,24.552762723573339,-0.08483708514592342,-2.178374148142021,-0.43258618637120818,-2.2026563254656947,0.2889577863529891,-0.3833006857658829,-0.11482065162581309,0.10118865524553644 
 03/16  22:00:00,22.7,90.0,0.1,0.0,1.142590646940105,0.0,24.24099060086319,24.60492589668413,23.905802027446584,24.52613604775262,24.600727456207819,23.09266041742265,24.467636825320484,24.223187113730277,-0.200340867781034,-2.2685511501126989,-0.5656556970874284,-2.291032775329498,0.15217514064726199,-0.5034580120727519,-0.19213287703646973,-0.053780148346226127 
 03/16  23:00:00,22.4,91.0,0.3,0.0,1.1451386414050742,0.0,24.007627541907849,24.377724978435447,23.66389726159726,24.289166531028358,24.355542979028927,22.830964241464615,24.290137739067036,23.979570034642188,-0.2688058867033738,-2.2824111268919697,-0.6521842783542804,-2.304004882255665,0.048364666241386727,-0.5705898127948264,-0.23477408921073179,-0.1712195639207065 
 03/16  24:00:00,22.0,92.0,0.4,0.0,1.1470790217200744,0.0,23.780005448669465,24.137244427045596,23.33683970051836,24.04776574444112,23.964668694482464,22.5088625267214,23.96476983658743,23.604479098262453,-0.3449680914593518,-2.3540917487980499,-0.7307770032224438,-2.3789439298285135,-0.043205556073516778,-0.6424683925309311,-0.28413840503699497,-0.26900668990540335 
 03/17  01:00:00,21.7,93.0,0.5,0.0,1.14846124866718,0.0,23.5474487716767,23.888869942340059,23.108822109646355,23.786896630398539,23.822373908934453,22.223561259606158,23.87617466503405,23.45431257941347,-0.4235093218376387,-2.4408391922157617,-0.8348278825485188,-2.4664998208164055,-0.1675012519790936,-0.7298109026531376,-0.3682229550937515,-0.394828870487243 
 03/17  02:00:00,21.4,94.0,0.6,0.0,1.149849157439613,0.0,23.397216088398836,23.72529075878768,22.853443828468288,23.621852255466516,23.49868629475092,22.005580414019727,23.570710047505373,23.167371908105335,-0.4997771396736136,-2.5286906774350519,-0.9127714134477339,-2.5586512445083948,-0.2386737495850333,-0.8089009228106263,-0.4026194453281346,-0.46774842861831869 
 03/17  03:00:00,21.1,95.0,0.8,0.0,1.152426745839041,0.0,23.235600796169196,23.47128580804801,22.625453123394938,23.368394900107448,23.27337446118334,21.768397219765498,23.35440381720001,23.037148919682048,-0.5596869454203033,-2.5935521664487188,-0.9984694571293925,-2.6245043168367139,-0.342457566083182,-0.8751689942786933,-0.48133606074331999,-0.5633927153746233 
 03/17  04:00:00,20.8,96.0,0.9,0.0,1.1538268148488003,0.0,23.056327660375865,23.245728364995576,22.40231187365609,23.139854566523796,23.038089996593436,21.527321237077375,23.138406201103068,22.831129476349298,-0.6221732287743678,-2.6895131130283556,-1.079008663845362,-2.720978432679331,-0.4313301001989757,-0.9474369767022399,-0.5445278853038736,-0.6285553779999209 
 03/17  05:00:00,20.4,98.0,1.0,0.0,1.1555120542147715,0.0,22.834373715320934,22.94018022857457,22.102839084381324,22.830435475355494,22.750127245143618,21.207427998223893,22.85808492093933,22.555666137865765,-0.6880277256710401,-2.7795804635083627,-1.1593442355866466,-2.81263082152083,-0.5202877711349342,-1.0208568570311516,-0.6078363599807214,-0.7049148704060453 
